,區,路段編號,路段名稱,起迄地點,屬性,所屬區域屬性,屋齡屬性,房屋交易情形,是否為行政區交界,如為交界，是否有繁榮商業區？,是否為主幹道,是否有交通站點,是否有特殊交通情形,特殊較通情形說明,是否有教育設施,教育設施說明,是否有公共區域,公共區域說明,是否有正向設施,正向設施說明,是否有嫌惡設施,嫌惡設施說明,是否有大型商場,大型商場說明,是否有傳統市場,傳統市場說明,是否有便利商店、購物中心,便利商店、購物中心說明,是否有金融機構,金融機構說明,是否有特殊商業設施，如連鎖KTV、健身房,特殊商業設施說明,一般零售或餐飲店集中程度,現行地段率,擬調整地段率,調幅,調整理由
79,東區,662,裕和三-五街全部(路含巷）,#ERROR!,現有路段,住宅區,普通(多數屋齡介於10至30年間),極少(約10件以下),否,否,否,否,否,,否,,是,公園,否,,否,,否,,否,,否,,否,,否,,極低,120.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
80,東區,590,富農街二段(路全部),#ERROR!,現有路段,住商混合區,普通(多數屋齡介於10至30年間),極少(約10件以下),否,否,否,否,否,,否,,否,,否,,否,,否,,否,,否,,否,,否,,高,120.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
81,東區,416,林森路二段 巷全部,巷全部,現有路段,住商混合區,偏老(多數屋齡30年以上),偏少(介於11至50件),否,否,否,否,否,,是,中學,否,,否,,否,,否,,是,崇誨市場,是,超商,是,銀行,否,,高,120.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
82,東區,545,崇德二十六街-三十四街-,#ERROR!,現有路段,住宅區,偏老(多數屋齡30年以上),偏少(介於11至50件),否,否,否,否,否,,否,,否,,否,,否,,否,,否,,否,,否,,否,,極低,110.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
83,東區,762,崇吉一街-,路全部,新編路段,新興開發區,尚未有房屋建築完成,剛重劃完成或仍開發中，未有建物交易資料,否,否,否,否,否,,否,,否,,否,,否,,否,,否,,否,,否,,否,,極低,130.0,不調整,0.0,屬新興開發熱區，近市立醫院、崇明國中及國小，擬比照鄰近崇明路段增編地段率。
84,東區,671,裕智街,#ERROR!,現有路段,住宅區,普通(多數屋齡介於10至30年間),極少(約10件以下),否,否,否,否,否,,否,,是,公園,否,,否,,否,,否,,否,,否,,否,,極低,120.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
85,東區,57,中華東路三段-,巷全部,現有路段,住宅區,偏老(多數屋齡30年以上),極少(約10件以下),否,否,否,否,否,,否,,否,,否,,否,,否,,否,,否,,否,,否,,極低,120.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
86,東區,303,利東街-,#ERROR!,現有路段,住宅區,普通(多數屋齡介於10至30年間),偏少(介於11至50件),否,否,否,否,否,,否,,否,,否,,否,,否,,否,,否,,否,,否,,極低,115.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
87,東區,478,城東街-,#ERROR!,現有路段,住宅區,偏老(多數屋齡30年以上),偏少(介於11至50件),否,否,否,否,否,,否,,否,,否,,否,,否,,否,,否,,否,,否,,極低,115.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
88,東區,153,民族路一段路全部,路全部,現有路段,住商混合區,普通(多數屋齡介於10至30年間),極少(約10件以下),否,否,否,否,否,,是,中學,否,,否,,否,,否,,否,,是,全家便利商店,否,,否,,一般,130.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
89,東區,719,德信街-,#ERROR!,現有路段,住宅區,偏老(多數屋齡30年以上),極少(約10件以下),否,否,否,否,否,,否,,否,,否,,否,,否,,否,,否,,否,,否,,極低,115.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
90,東區,751, 平實一~四街 全部,全部,新編路段,住宅區,尚未有房屋建築完成,剛重劃完成或仍開發中，未有建物交易資料,否,否,否,是,否,,否,,是,公園,是,榮民醫院,否,,是,臺南紡織、國賓影城    ,否,,否,,否,,是,KTV、World Gym,低,140.0,不調整,0.0,此為新編路段，鄰近南紡購物中心、國賓影城商圈及大灣交流道，未來發展性良好，公告現值每平方公尺逾20萬元，擬按周邊路段地段率訂定。
91,東區,536,崇學路,#ERROR!,現有路段,住商混合區,普通(多數屋齡介於10至30年間),偏少(介於11至50件),否,否,否,是,否,,是,小學,是,公園,是,臺南市東區區公所,否,,否,,否,,否,,是,玉山銀行,否,,一般,140.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
92,東區,676,裕德一-六街,#ERROR!,現有路段,住宅區,較新(多數屋齡10年以內),極少(約10件以下),是,否,否,是,否,,否,,否,,否,,否,,否,,否,,否,,否,,否,,極低,120.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
93,東區,414,林森路二段 路全部(崇誨國宅除外),路全部(崇誨國宅除外),現有路段,住商混合區,普通(多數屋齡介於10至30年間),偏少(介於11至50件),是,否,是,是,否,,是,中學及大專院校,否,,是,圖書館,否,,否,,否,,是,7-ELEVEN,是,華南商業銀行       京城商業銀行   ,否,,一般,140.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
94,東區,588,富農街一段(路全部),#ERROR!,現有路段,住商混合區,普通(多數屋齡介於10至30年間),偏少(介於11至50件),否,否,否,否,否,,否,,否,,否,,否,,否,,否,,是,seven,否,,否,,高,120.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
95,東區,761,崇元二街-,路全部,新編路段,新興開發區,尚未有房屋建築完成,剛重劃完成或仍開發中，未有建物交易資料,否,否,否,否,否,,否,,否,,否,,否,,否,,否,,否,,否,,否,,極低,130.0,不調整,0.0,屬新興開發熱區，近市立醫院、崇明國中及國小，擬比照鄰近崇明路段增編地段率。
96,東區,656,裕信路,#ERROR!,現有路段,住宅區,普通(多數屋齡介於10至30年間),普通(介於51至100件),是,否,否,是,否,,是,小學,是,公園,是,裕文圖書館,否,,否,,否,,是,seven,否,,否,,低,130.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
97,東區,308,青年路 巷(北門路一段-勝利路),巷(北門路一段-勝利路),現有路段,住商混合區,普通(多數屋齡介於10至30年間),極少(約10件以下),否,否,否,否,否,,否,,是,公園,否,,否,,否,,否,,否,,否,,否,,低,130.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
98,東區,663,裕平路全部(路含巷）,#ERROR!,現有路段,住宅區,普通(多數屋齡介於10至30年間),偏少(介於11至50件),否,否,否,是,否,,否,,否,,否,,否,,否,SEVEN,否,,否,,否,,否,,極低,130.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
99,東區,309,東門路一段 路全部（路橋兩側除外）,路全部（路橋兩側除外）,現有路段,住商混合區,普通(多數屋齡介於10至30年間),偏少(介於11至50件),是,否,是,是,否,,否,,是,公園,否,,否,,否,,否,,是,7-ELEVEN,是,日盛銀行,否,,一般,140.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
100,東區,162,北門路一段巷全部,巷全部,現有路段,住商混合區,普通(多數屋齡介於10至30年間),極少(約10件以下),否,否,是,否,否,,否,,否,,否,,否,,否,,否,,否,,否,,否,,低,130.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
101,東區,645,裕農路 路全部,路全部,現有路段,住商混合區,偏老(多數屋齡30年以上),偏熱(介於101至200件),是,否,是,是,否,,是,中學,是,公園,否,,否,,否,,否,,否,,是,7-ELEVEN,否,,高,140.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
102,東區,313,東門路二段(裕農路-中華東路),#ERROR!,現有路段,住商混合區,普通(多數屋齡介於10至30年間),極少(約10件以下),否,否,是,是,否,,否,,否,,否,,否,,否,,否,,是,seven,否,,否,,高,140.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
103,東區,556,崇慶街一段-,#ERROR!,現有路段,住宅區,較新(多數屋齡10年以內),極少(約10件以下),是,是,否,否,否,,否,,否,,否,,否,,否,,否,,否,,否,,否,,極低,120.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
104,東區,543,崇德路(巷全部),#ERROR!,現有路段,住宅區,普通(多數屋齡介於10至30年間),極少(約10件以下),否,否,否,否,否,,否,,否,,否,,否,,否,,否,,否,,否,,否,,極低,125.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
105,東區,328,東興路 路全部,路全部,現有路段,住商混合區,偏老(多數屋齡30年以上),偏少(介於11至50件),否,否,是,是,否,,否,,是,公園,否,,否,,否,,否,,是,7-ELEVEN,是,渣打銀行東寧分行,否,,一般,120.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
106,東區,317,東門路三段(巷全部),#ERROR!,現有路段,住宅區,普通(多數屋齡介於10至30年間),偏熱(介於101至200件),否,否,是,否,否,,否,,否,,否,,否,,否,,否,,否,,否,,否,,極低,115.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
107,東區,332,東平路 路全部,路全部,現有路段,住商混合區,普通(多數屋齡介於10至30年間),偏少(介於11至50件),否,否,否,否,否,,是,中學,否,,否,,否,,是,國賓影城,否,,是, 7-ELEVEN,否,,否,,高,130.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
108,東區,159,民族一街全部（路含巷),全部（路含巷),現有路段,住宅區,普通(多數屋齡介於10至30年間),極少(約10件以下),否,否,否,否,否,,是,中學,否,,否,,否,,否,,否,,否,,否,,否,,一般,130.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
109,東區,396,長榮路二段 巷全部,巷全部,現有路段,住商混合區,普通(多數屋齡介於10至30年間),普通(介於51至100件),否,否,是,是,否,,是,中學,是,公園,否,,否,,否,,否,,否,,否,,否,,低,125.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
110,東區,333,東平路 巷全部,巷全部,現有路段,住商混合區,普通(多數屋齡介於10至30年間),偏少(介於11至50件),否,否,否,否,否,,否,,否,,否,,否,,否,,否,,否,,否,,否,,極低,120.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
111,東區,543,崇德路-,#ERROR!,現有路段,住宅區,偏老(多數屋齡30年以上),偏少(介於11至50件),否,否,否,否,否,,否,,否,,否,,否,,否,,否,,否,,否,,否,,極低,125.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
112,東區,755,後甲三街 全部（路含巷),全部（路含巷）,新編路段,住宅區,尚未有房屋建築完成,剛重劃完成或仍開發中，未有建物交易資料,否,否,否,是,否,,否,,是,公園,是,榮民醫院,否,,是,臺南紡織、國賓影城,否,,否,,否,,是,KTV、World Gym,低,140.0,不調整,0.0,此為新編路段，鄰近南紡購物中心、國賓影城商圈及大灣交流道，未來發展性良好，公告現值每平方公尺逾20萬元，擬按周邊路段地段率訂定。
113,東區,665,裕文路全部(路含巷),#ERROR!,現有路段,住宅區,普通(多數屋齡介於10至30年間),偏少(介於11至50件),否,否,否,是,否,,是,中學,是,公園,是,裕文圖書館,否,,否,,是,虎尾寮公有零售市場,是,seven,否,,否,,一般,130.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
114,東區,680,裕正街,#ERROR!,現有路段,住宅區,普通(多數屋齡介於10至30年間),極少(約10件以下),否,否,否,否,否,,否,,否,,否,,否,,否,,否,,否,,否,,否,,極低,120.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
115,東區,319,東寧路 巷全部,巷全部,現有路段,住商混合區,普通(多數屋齡介於10至30年間),偏少(介於11至50件),否,否,否,否,否,,是,大專院校,是,公園,否,,否,,否,,否,,否,,否,,否,,高,120.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
116,東區,541,崇明一街-二十四街,#ERROR!,現有路段,住宅區,普通(多數屋齡介於10至30年間),偏少(介於11至50件),否,否,否,否,否,,否,,否,,否,,否,,否,,否,,否,,否,,否,,低,125.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
117,東區,677,裕永路 全部（路含巷),全部（路含巷),現有路段,住商混合區,普通(多數屋齡介於10至30年間),極少(約10件以下),是,否,否,否,否,,否,,是,公園,否,,否,,否,,否,,否,,否,,否,,低,130.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
118,東區,664,裕平一街,#ERROR!,現有路段,住宅區,普通(多數屋齡介於10至30年間),極少(約10件以下),否,否,否,否,否,,否,,是,公園,否,,否,,否,,否,,否,,否,,否,,極低,120.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
119,東區,654,裕孝路,#ERROR!,現有路段,住宅區,普通(多數屋齡介於10至30年間),普通(介於51至100件),是,否,否,否,否,,否,,是,公園,是,關聖里活動中心、消防局後甲分隊、府東派出所,否,,否,,否,,否,,否,,否,,極低,130.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
120,東區,673,裕華一-三街,#ERROR!,現有路段,住宅區,普通(多數屋齡介於10至30年間),極少(約10件以下),否,否,否,否,否,,否,,是,公園,否,,否,,否,,否,,否,,否,,否,,極低,120.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
121,東區,125,仁和路-,巷全部,現有路段,住宅區,偏老(多數屋齡30年以上),偏少(介於11至50件),否,否,否,否,否,,否,,否,,否,,否,,否,,否,,否,,否,,否,,極低,114.99999999999999,不調整,0.0,經綜合考量現行地段率尚屬合宜
122,東區,547,崇善路-,#ERROR!,現有路段,住商混合區,普通(多數屋齡介於10至30年間),偏少(介於11至50件),是,是,否,是,否,,是,小學及中學,是,公園,否,,否,,否,,否,,是,統一超商、全家、全聯,否,,是,CASAFIT健築師體適能、進化運動空間,低,125.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
123,東區,312,東門路二段 起點-裕農路,起點-裕農路,現有路段,住商混合區,普通(多數屋齡介於10至30年間),極少(約10件以下),否,否,否,否,否,,否,,否,,是,衛生局,否,,否,,否,,是,7-ELEVEN,是,銀行、郵局,否,,高,145.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
124,東區,8,大同路二段,路全部,現有路段,住宅區,老舊(多數屋齡已達50年以上),偏少(介於11至50件),是,是,是,是,否,,是,小學及中學,是,,是,衛生福利部疾病管制署南區管制中心,否,,是,亞伯大飯店,否,,是,統一超商,否,,否,,一般,140.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
125,東區,548,崇善路-,#ERROR!,現有路段,住宅區,普通(多數屋齡介於10至30年間),極少(約10件以下),否,否,否,否,否,,否,,否,,否,,否,,否,,否,,是,,否,,否,,極低,125.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
126,東區,118,文化二街-,全部(路含巷),現有路段,住宅區,普通(多數屋齡介於10至30年間),極少(約10件以下),否,否,否,否,否,,否,,是,公園,否,,是,變電所,否,,否,,否,,否,,否,,極低,120.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
127,東區,703,衛民街 路全部,路全部,現有路段,住商混合區,普通(多數屋齡介於10至30年間),極少(約10件以下),否,否,否,否,否,,否,,是,廣場,否,,否,,否,,否,,否,,否,,否,,一般,140.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
128,東區,659,裕和路(全部路含巷),#ERROR!,現有路段,住宅區,普通(多數屋齡介於10至30年間),極少(約10件以下),否,否,否,是,否,,否,,是,公園,否,,否,,否,,否,,否,,否,,否,,極低,130.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
129,東區,335,東智街-,#ERROR!,現有路段,住宅區,普通(多數屋齡介於10至30年間),極少(約10件以下),否,否,否,否,否,,否,,否,,否,,否,,否,,否,,否,,否,,否,,極低,110.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
130,東區,403,長東街-,#ERROR!,現有路段,住宅區,偏老(多數屋齡30年以上),偏少(介於11至50件),是,是,否,否,否,,否,,是,公園,否,,否,,否,,否,,是,全家,否,,否,,極低,110.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
131,東區,581,勝利路 東寧路-大學路,東寧路-大學路,現有路段,住商混合區,普通(多數屋齡介於10至30年間),偏少(介於11至50件),否,否,是,是,否,,是,中學及大專院校,是,公園,否,,否,,否,,否,,是,7-ELEVEN,否,,否,,高,160.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
132,東區,449,怡東路 巷全部,巷全部,現有路段,住宅區,普通(多數屋齡介於10至30年間),偏少(介於11至50件),否,否,否,否,否,,否,,否,,否,,否,,否,,否,,否,  ,否,,否,,一般,115.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
133,東區,117,文化一街-,全部(路含巷),現有路段,住宅區,普通(多數屋齡介於10至30年間),極少(約10件以下),否,否,否,否,否,,否,,是,公園,否,,否,,否,,否,,否,,否,,否,,極低,120.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
134,東區,327,東安路 巷全部,巷全部,現有路段,住商混合區,偏老(多數屋齡30年以上),偏少(介於11至50件),否,否,否,否,否,,是,中學,是,公園,否,,否,,否,,否,,否,,否,,否,,低,120.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
135,東區,689,瑞東街-,#ERROR!,現有路段,住宅區,較新(多數屋齡10年以內),極少(約10件以下),否,否,否,否,否,,否,,否,,否,,否,,否,,否,,否,,否,,否,,極低,110.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
136,東區,550,崇善十四街-十五街-,#ERROR!,現有路段,住宅區,普通(多數屋齡介於10至30年間),偏少(介於11至50件),否,否,否,否,否,,否,,否,,否,,否,,否,,否,,否,,否,,否,,極低,110.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
137,東區,448,怡東路 路全部,路全部,現有路段,住商混合區,普通(多數屋齡介於10至30年間),極少(約10件以下),否,否,否,是,否,,否,,否,,否,,否,,否,,否,,是,7-ELEVEN,是,郵局,否,,一般,120.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
138,東區,647,裕農一-三街(路全部),#ERROR!,現有路段,住宅區,普通(多數屋齡介於10至30年間),極少(約10件以下),否,否,否,否,否,,否,,是,公園,否,,否,,否,,是,虎尾寮公有零售市場,是,seven,否,,否,,一般,130.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
139,東區,675,裕德街,#ERROR!,改編路段,住宅區,普通(多數屋齡介於10至30年間),極少(約10件以下),是,否,否,否,是,旁邊為國道一號,否,,否,,否,,是,虎尾寮水資源回收中心,否,,否,,否,,否,,否,,極低,120.0,不調整,0.0,"配合道路更名,更新路段名稱"
140,東區,678,裕永一街 全部（路含巷),全部（路含巷),現有路段,住宅區,普通(多數屋齡介於10至30年間),極少(約10件以下),否,否,否,否,否,,否,,是,公園,否,,否,,否,,否,,否,,否,,否,,低,120.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
141,東區,282,自由路三段(巷全部),#ERROR!,現有路段,住宅區,普通(多數屋齡介於10至30年間),極少(約10件以下),否,否,否,否,否,,否,,否,,否,,否,,否,,否,,否,,否,,否,,極低,110.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
142,東區,754,後甲一~二路 全部（路含巷),全部（路含巷）,新編路段,住宅區,尚未有房屋建築完成,剛重劃完成或仍開發中，未有建物交易資料,否,否,否,是,否,,否,,是,公園,是,榮民醫院,否,,是,臺南紡織、國賓影城,否,,否,,否,,是,KTV、World Gym,低,140.0,不調整,0.0,此為新編路段，鄰近南紡購物中心、國賓影城商圈及大灣交流道，未來發展性良好，公告現值每平方公尺逾20萬元，擬按周邊路段地段率訂定。
143,東區,544,崇德一街-二十五街-,#ERROR!,現有路段,住宅區,偏老(多數屋齡30年以上),偏少(介於11至50件),否,否,否,否,否,,否,,否,,否,,否,,否,,否,,否,,否,,否,,極低,125.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
144,東區,699,衛國街 號-號 、號-號, 1號-47號 、2號-104號,現有路段,住宅區,尚未有房屋建築完成,極少(約10件以下),否,否,否,否,否,,是,中學,是,公園,否,,否,,否,,否,,否,,否,,否,,低,130.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
145,東區,764,崇吉三街-,路全部,新編路段,新興開發區,尚未有房屋建築完成,剛重劃完成或仍開發中，未有建物交易資料,否,否,否,否,否,,否,,否,,否,,否,,否,,否,,否,,否,,否,,極低,130.0,不調整,0.0,經屬新興開發熱區，近市立醫院、崇明國中及國小，擬比照鄰近崇明路段增編地段率。
146,東區,224,生產路-,全部（路含巷）,現有路段,住商混合區,偏老(多數屋齡30年以上),偏少(介於11至50件),是,是,否,否,是,市11-1鄉道,否,,是,徒步區,是,警察局,否,,否,,否,,是,統一超商、北海道生鮮超市,否,,否,,低,120.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
147,東區,657,裕信一-六街,#ERROR!,現有路段,住宅區,普通(多數屋齡介於10至30年間),偏少(介於11至50件),否,否,否,否,否,,是,小學,是,公園,是,裕聖里活動中心 、裕文圖書館,否,,否,,否,,否,,否,,否,,極低,120.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
148,東區,116,文化路-,全部(路含巷),現有路段,住宅區,普通(多數屋齡介於10至30年間),偏少(介於11至50件),否,否,是,否,否,,否,,是,公園,否,,否,,否,,否,,否,,否,,否,,極低,125.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
149,東區,415,林森路二段 崇誨國宅,崇誨國宅,現有路段,住商混合區,偏老(多數屋齡30年以上),偏少(介於11至50件),否,否,否,否,否,,否,,是,公園,否,,否,,否,,是,崇誨市場,是,超商,否,,否,,一般,120.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
150,東區,583,勝利路 巷：東門城-東豐路,巷：東門城-東豐路,現有路段,住宅區,偏老(多數屋齡30年以上),極少(約10件以下),否,否,否,否,否,,是,皆有,否,,否,,否,,否,,否,,否,,否,,否,,低,120.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
151,東區,469,信東街-,#ERROR!,現有路段,住宅區,普通(多數屋齡介於10至30年間),極少(約10件以下),否,否,否,否,否,,否,,否,,否,,否,,否,,否,,否,,否,,否,,極低,110.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
152,東區,580,勝利路 青年路-東寧路,青年路-東寧路,現有路段,住商混合區,偏老(多數屋齡30年以上),偏少(介於11至50件),否,否,是,是,否,,是,中學及大專院校,是,公園,否,,否,,否,,否,,否,,否,,否,,高,150.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
153,東區,334,東成街全部(路含巷),#ERROR!,現有路段,住宅區,普通(多數屋齡介於10至30年間),極少(約10件以下),否,否,否,否,否,,否,,是,公園,否,,否,,否,,否,,否,,否,,否,,極低,110.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
154,東區,589,富農街一段(巷全部),#ERROR!,現有路段,住宅區,普通(多數屋齡介於10至30年間),偏熱(介於101至200件),否,否,否,否,否,,否,,是,公園,否,,否,,否,,否,,否,,否,,否,,極低,110.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
155,東區,759,崇正路-,路全部,新編路段,新興開發區,尚未有房屋建築完成,剛重劃完成或仍開發中，未有建物交易資料,否,否,否,否,否,,否,,否,,否,,否,,否,,否,,否,,否,,否,,極低,130.0,,,屬新興開發熱區，近市立醫院、崇明國中及國小，擬比照鄰近崇明路段增編地段率。
156,東區,593,富強二街,#ERROR!,現有路段,住宅區,普通(多數屋齡介於10至30年間),極少(約10件以下),否,否,否,否,否,,否,,否,,否,,否,,否,,否,,否,,否,,否,,低,110.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
157,東區,702,衛國街 巷（除各巷號-號）（號-號）, 巷（除各巷1號-47號）（2號-106號）,現有路段,住宅區,尚未有房屋建築完成,偏少(介於11至50件),否,否,否,否,否,,是,中學,是,公園,否,,否,,否,,否,,否,,否,,否,,低,110.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
158,東區,279,自由路二段-,#ERROR!,現有路段,住商混合區,普通(多數屋齡介於10至30年間),偏少(介於11至50件),否,否,是,是,否,,否,,否,,否,,否,,否,,否,,是,統一超商,否,,否,,低,130.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
159,東區,535,崇道路-,#ERROR!,現有路段,住商混合區,偏老(多數屋齡30年以上),偏少(介於11至50件),否,否,否,否,否,,否,,否,,否,,否,,否,,否,,是,全聯,否,,否,,一般,130.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
