,區,路段編號,路段名稱,起迄地點,屬性,所屬區域屬性,屋齡屬性,房屋交易情形,是否為行政區交界,如為交界，是否有繁榮商業區？,是否為主幹道,是否有交通站點,是否有特殊交通情形,特殊較通情形說明,是否有教育設施,教育設施說明,是否有公共區域,公共區域說明,是否有正向設施,正向設施說明,是否有嫌惡設施,嫌惡設施說明,是否有大型商場,大型商場說明,是否有傳統市場,傳統市場說明,是否有便利商店、購物中心,便利商店、購物中心說明,是否有金融機構,金融機構說明,是否有特殊商業設施，如連鎖KTV、健身房,特殊商業設施說明,一般零售或餐飲店集中程度,現行地段率,擬調整地段率,調幅,調整理由
160,東區,318,東寧路 路全部,路全部,現有路段,住商混合區,普通(多數屋齡介於10至30年間),普通(介於51至100件),否,否,是,是,否,,是,中學及大專院校,是,公園,否,,否,,是,臺南紡織,否,,是,7-ELEVEN,是,台北富邦銀行       陽信銀行,否,,高,160.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
161,東區,649,裕農四-六街 全部（路含巷),全部（路含巷),現有路段,住商混合區,普通(多數屋齡介於10至30年間),極少(約10件以下),否,否,否,否,否,,否,,否,,否,,否,,否,,否,,否,,否,,否,,低,120.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
162,東區,316,東門路三段-,#ERROR!,現有路段,住商混合區,偏老(多數屋齡30年以上),偏少(介於11至50件),是,是,是,是,是,182縣道,否,,否,,否,,否,,否,,否,,是,全家、統一超商,是,土地銀行、中國信託、第一銀行,否,,一般,130.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
163,東區,646,裕農路 巷全部,巷全部,現有路段,住宅區,偏老(多數屋齡30年以上),偏少(介於11至50件),否,否,否,否,否,,否,,否,,否,,否,,否,,否,,否,,否,,否,,低,110.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
164,東區,330,東光路一段 全部（路含巷),全部（路含巷),現有路段,住商混合區,普通(多數屋齡介於10至30年間),極少(約10件以下),否,否,否,是,否,,是,小學,是,公園,否,,否,,是,臺南紡織,是,後甲黃昏市場,否,,否,,否,,一般,120.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
165,東區,652,裕忠路,#ERROR!,現有路段,住宅區,普通(多數屋齡介於10至30年間),偏少(介於11至50件),是,否,否,是,否,,否,,是,公園,是,復興里活動中心,否,,否,,否,,是,全聯,否,,否,,極低,130.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
166,東區,11,大同路二段-,巷:中華南路-末點,現有路段,住宅區,偏老(多數屋齡30年以上),偏少(介於11至50件),否,否,否,否,否,,否,,否,,否,,否,,否,,否,,否,,否,,否,,極低,110.00000000000001,不調整,0.0,經綜合考量現行地段率尚屬合宜
167,東區,564,莊敬路 巷全部,巷全部,現有路段,住宅區,普通(多數屋齡介於10至30年間),偏少(介於11至50件),否,否,否,否,否,,否,,否,,否,,否,,是,國賓影城,否,,否,,否,,否,,一般,115.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
168,東區,655,裕孝一-三街,#ERROR!,現有路段,住宅區,普通(多數屋齡介於10至30年間),偏少(介於11至50件),否,否,否,否,否,,否,,是,公園,否,,否,,否,,否,,否,,否,,否,,極低,120.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
169,東區,54,中華東路三段-,起點至399巷（單號）,現有路段,商業繁榮區,偏老(多數屋齡30年以上),極少(約10件以下),是,是,是,是,是,台1線,是,小學及中學,是,公園,是,臺南市立臺南文化中心,否,,是,德安百貨,否,,是,統一超商、寶雅,否,,是,健身工坊、伊荳足體養生館,高,150.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
170,東區,424,育樂街 路全部,路全部,現有路段,住商混合區,偏老(多數屋齡30年以上),偏少(介於11至50件),否,否,否,否,否,,是,中學及大專院校,是,公園,否,,否,,是,香格里拉,否,,是,全家便利商店       7-ELEVEN,否,,否,,高,140.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
171,東區,553,崇善東路-,#ERROR!,現有路段,住宅區,偏老(多數屋齡30年以上),極少(約10件以下),否,否,否,否,否,,否,,否,,否,,否,,否,,否,,否,,否,,否,,極低,115.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
172,東區,711,德高街-,#ERROR!,現有路段,住宅區,老舊(多數屋齡已達50年以上),極少(約10件以下),否,否,否,否,否,,否,,否,,否,,否,,否,,否,,否,,否,,否,,極低,115.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
173,東區,660,裕和一街全部(路含巷）,#ERROR!,現有路段,住宅區,普通(多數屋齡介於10至30年間),極少(約10件以下),否,否,否,否,否,,否,,否,,否,,否,,否,,否,,否,,否,,否,,極低,125.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
174,東區,718,德祥街-,#ERROR!,現有路段,住宅區,偏老(多數屋齡30年以上),極少(約10件以下),否,否,否,否,否,,否,,否,,否,,否,,否,,否,,否,,否,,否,,極低,115.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
175,東區,331,東光路二段 全部（路含巷),全部（路含巷),現有路段,住商混合區,普通(多數屋齡介於10至30年間),偏少(介於11至50件),否,否,否,是,否,,是,小學,是,公園,否,,否,,否,,否,,否,,否,,否,,一般,120.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
176,東區,26,大學路巷全部,巷全部,現有路段,住商混合區,普通(多數屋齡介於10至30年間),極少(約10件以下),否,否,否,否,否,,是,大專院校,否,,否,,否,,是,九乘九,否,,否,,否,,否,,一般,125.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
177,東區,666,裕文一街,#ERROR!,現有路段,住宅區,普通(多數屋齡介於10至30年間),極少(約10件以下),否,否,否,否,否,,是,小學,是,公園,否,,否,,否,,否,,否,,否,,否,,極低,120.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
178,東區,672,裕強街,#ERROR!,現有路段,住宅區,尚未有房屋建築完成,,否,否,否,否,否,,否,,是,公園,否,,否,,否,,是,虎尾寮公有零售市場,否,,否,,否,,極低,120.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
179,東區,608,凱旋路 全部（路含巷）,全部（路含巷）,現有路段,住商混合區,偏老(多數屋齡30年以上),極少(約10件以下),否,否,否,否,否,,是,中學,否,,否,,否,,是,臺南紡織,否,,否,,否,,否,,一般,120.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
180,東區,674,裕東一-二街,#ERROR!,現有路段,住宅區,普通(多數屋齡介於10至30年間),極少(約10件以下),否,否,否,否,否,,否,,否,,否,,否,,否,,否,,否,,否,,否,,極低,120.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
181,東區,579,勝利路 東門城-青年路,東門城-青年路,現有路段,住商混合區,偏老(多數屋齡30年以上),偏少(介於11至50件),否,否,是,是,否,,是,小學及中學,是,公園,否,,否,,否,,否,,是,7-ELEVEN,是,合作金庫銀行,否,,一般,140.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
182,東區,757,瑞祥街 全部（路含巷),全部（路含巷）,新編路段,住宅區,尚未有房屋建築完成,剛重劃完成或仍開發中，未有建物交易資料,否,否,否,是,否,,否,,是,公園,是,榮民醫院,否,,是,臺南紡織、國賓影城,否,,否,,否,,是,KTV、World Gym,低,140.0,,0.0,此為新編路段，鄰近南紡購物中心、國賓影城商圈及大灣交流道，未來發展性良好，擬按周邊路段地段率訂定。
183,東區,717,德昌二街-,#ERROR!,現有路段,住宅區,較新(多數屋齡10年以內),極少(約10件以下),否,否,否,否,否,,否,,否,,否,,否,,否,,否,,否,,否,,否,,極低,115.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
184,東區,124,仁和路-,單號:139巷-終點 雙號:崇善東路-終點,現有路段,住商混合區,偏老(多數屋齡30年以上),極少(約10件以下),否,否,否,否,否,,否,,否,,否,,否,,否,,否,,是,大統生鮮超市,否,,是,杉東運動工作室,低,120.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
185,東區,758,瑞吉街 全部（路含巷),全部（路含巷）,新編路段,住宅區,尚未有房屋建築完成,剛重劃完成或仍開發中，未有建物交易資料,否,否,否,是,否,,否,,是,公園,是,榮民醫院,否,,是,臺南紡織、國賓影城,否,,否,,否,,是,KTV、World Gym,低,140.0,,0.0,此為新編路段，鄰近南紡購物中心、國賓影城商圈及大灣交流道，未來發展性良好，擬按周邊路段地段率訂定。
186,東區,682,裕英街,#ERROR!,現有路段,住宅區,普通(多數屋齡介於10至30年間),極少(約10件以下),否,否,否,否,否,,否,,是,公園,是,關聖里活動中心,否,,否,,否,,否,,否,,否,,極低,120.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
187,東區,668,裕敬一-五街,#ERROR!,現有路段,住宅區,普通(多數屋齡介於10至30年間),極少(約10件以下),否,否,否,否,否,,否,,是,公園,否,,否,,否,,否,,否,,否,,否,,極低,120.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
188,東區,667,裕敬路,#ERROR!,現有路段,住宅區,普通(多數屋齡介於10至30年間),極少(約10件以下),否,否,否,是,否,,否,,否,,否,,否,,否,,否,,是,seven,否,,否,,極低,130.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
189,東區,163,北門路二段(火車站-開元路),火車站-開元路,現有路段,住商混合區,普通(多數屋齡介於10至30年間),極少(約10件以下),是,否,是,是,否,,否,,是,公園,否,,否,,否,,否,,否,7-ELEVEN,否,,否,,一般,140.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
190,南區,691,福吉三街,全部（路含巷）,現有路段,住宅區,偏老(多數屋齡30年以上),,否,否,否,否,否,,否,,是,公園,否,,否,,否,,否,,否,,否,,否,,極低,130.0,,,
191,南區,771,鹽館街,全部(路含巷),新編路段,住宅區,較新(多數屋齡10年以內),極少(約10件以下),否,否,否,否,否,,否,,否,,否,,否,,否,,否,,否,,否,,否,,極低,120.0,不調整,0.0,本路段屬新設道路，位於塩埕圖書館與新和東路交接，擬按新和東路地段率(120)編訂。
192,南區,19,明興路(巷),#ERROR!,現有路段,住宅區,偏老(多數屋齡30年以上),普通(介於51至100件),否,否,否,否,否,,否,,否,,否,,否,,否,,否,,否,,否,,否,,低,110.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
193,南區,18,明興路,#ERROR!,現有路段,住商混合區,偏老(多數屋齡30年以上),偏少(介於11至50件),否,否,是,是,否,,否,,是,廣場,是,政府機關,否,,否,,否,,是,7-11超商,是,農會,否,,一般,120.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
194,南區,691,福吉二街,全部（路含巷）,現有路段,住宅區,偏老(多數屋齡30年以上),,否,否,否,否,否,,否,,是,公園,否,,否,,否,,否,,否,,否,,否,,極低,130.0,,,
195,南區,5,永興一-四街,#ERROR!,現有路段,住宅區,偏老(多數屋齡30年以上),偏少(介於11至50件),否,否,否,否,否,,否,,是,公園,否,,否,,否,,是,傳統市場,否,,否,,否,,低,110.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
196,南區,7,永仁街,#ERROR!,現有路段,住宅區,偏老(多數屋齡30年以上),極少(約10件以下),否,否,否,否,否,,否,,否,,否,,否,,否,,否,,否,,否,,否,,極低,110.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
197,南區,2,中華南路一段,#ERROR!,現有路段,住商混合區,偏老(多數屋齡30年以上),偏少(介於11至50件),否,否,是,是,否,,否,,否,,否,,是,公墓,否,,否,,否,,否,,否,,低,110.0,105,-5.0,本路段經過殯儀館及公墓群，惟現行地段率與鄰近中華南路二段相等，故擬小幅調降
198,東區,10,大同路二段巷起點-中華南路,巷:起點-中華南路,現有路段,住商混合區,普通(多數屋齡介於10至30年間),偏少(介於11至50件),否,否,否,否,否,  ,否,   ,是,大林公園,是,體育公園,否,  ,否,  ,否,  ,是,超商,否,,否,  ,低,,,,
199,南區,23,省躬橫街,#ERROR!,現有路段,住宅區,偏老(多數屋齡30年以上),極少(約10件以下),否,否,否,否,否,,是,小學,是,公園,否,,否,,否,,否,,否,,否,,否,,極低,100.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
200,南區,89,公英一街-七街,#ERROR!,現有路段,住商混合區,偏老(多數屋齡30年以上),偏少(介於11至50件),否,否,否,否,否,,否,,否,,否,,否,,否,,否,,否,,否,,否,,極低,110.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
201,南區,21,省躬二街,#ERROR!,現有路段,住宅區,偏老(多數屋齡30年以上),極少(約10件以下),否,否,否,否,否,,否,,是,公園,否,,否,,否,,否,,否,,否,,否,,低,100.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
202,南區,189,永華路一段,巷全部,現有路段,住宅區,偏老(多數屋齡30年以上),,否,否,否,否,否,,否,,是,公園,否,,否,,否,,否,,否,,否,,否,,極低,130.0,,,
203,南區,1102,檢核表xlsx,全部（路含巷）,改編路段,住宅區,普通(多數屋齡介於10至30年間),極少(約10件以下),否,否,否,否,否,,否,,否,,是,鹽埕圖書館、出張所,否,,否,,否,,否,,否,,否,,極低,,,,
204,南區,20,省躬一街,#ERROR!,現有路段,住宅區,偏老(多數屋齡30年以上),極少(約10件以下),否,否,否,否,否,,是,小學,是,公園,否,,否,,否,,否,,否,,否,,否,,低,100.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
205,東區,6,大同路一段,行政院衛生署胸腔病院-健康路,現有路段,住商混合區,普通(多數屋齡介於10至30年間),極少(約10件以下),是,否,是,是,否,  ,否,   ,否,,否,  ,否,  ,否,  ,否,  ,否,  ,是,銀行,否,  ,高,140.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
206,南區,22,省躬三街,#ERROR!,現有路段,住宅區,偏老(多數屋齡30年以上),極少(約10件以下),否,否,否,否,否,,否,,否,,否,,否,,否,,否,,否,,否,,否,,低,100.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
207,南區,35,濱南路,#ERROR!,現有路段,住商混合區,偏老(多數屋齡30年以上),極少(約10件以下),否,否,是,是,是,86快速道路交流道,否,,是,公園,否,,否,,否,,否,,是,7-11超商,否,,否,,低,110.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
208,南區,30,大林路巷全部,巷全部,現有路段,住宅區,普通(多數屋齡介於10至30年間),偏少(介於11至50件),否,否,否,否,否,  ,否,   ,是,公園,否,  ,否,  ,否,  ,否,  ,否,  ,否,  ,否,  ,低,,,,
209,南區,9,永成路二段,#ERROR!,現有路段,其他，請說明：,較新(多數屋齡10年以內),偏少(介於11至50件),否,否,是,否,否,,否,,否,,否,,否,,否,,否,,否,,否,,否,,低,120.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
210,南區,30,新都路,西門路至末端,改編路段,住商混合區,偏老(多數屋齡30年以上),偏少(介於11至50件),否,否,否,否,否,,否,,是,公園,否,,否,,否,,否,,是,7-11超商,否,,否,,一般,110.0,不調整,0.0,本路段近南山公墓群及其他殯葬設施，與新都路末端路段相較，繁榮及發展程度明顯有別，故擬將新都路拆分為「南門路至西門路」及「西門路至末端」並調降前段地段率，以資區隔。
211,南區,691,福吉五街,全部（路含巷）,現有路段,住宅區,偏老(多數屋齡30年以上),,否,否,否,否,否,,否,,是,公園,否,,否,,否,,否,,否,,否,,否,,低,130.0,,,
212,南區,38,塩埕路,#ERROR!,現有路段,住商混合區,偏老(多數屋齡30年以上),偏少(介於11至50件),否,否,否,否,否,,否,,是,公園,否,,否,,否,,是,傳統市場,否,,否,,否,,一般,120.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
213,南區,846,南和路,全部(路含巷),現有路段,住宅區,偏老(多數屋齡30年以上),極少(約10件以下),否,否,否,否,否,,否,,否,,是,衛生所,否,,否,,否,,否,,否,,否,,低,110.0,不調整,0.0,經綜合考量現行地段率尚屬合宜。
214,南區,16,利南街,#ERROR!,現有路段,住商混合區,偏老(多數屋齡30年以上),極少(約10件以下),否,否,否,否,否,,是,小學,是,公園,否,,否,,否,,是,黃昏市場,否,,否,,否,,一般,120.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
215,東區,9,大同路二段榮譽街口陸橋兩側xlsx,榮譽街口陸橋兩側,現有路段,住商混合區,偏老(多數屋齡30年以上),極少(約10件以下),否,否,是,否,否,  ,否,   ,否,,否,  ,否,  ,否,  ,否,  ,否,  ,是,郵局,否,  ,一般,,,,
216,南區,413,國民路全部(路含巷),全部（路含巷）,現有路段,住商混合區,普通(多數屋齡介於10至30年間),極少(約10件以下),否,否,是,否,否,  ,否,,否,,否,,是,  殯葬設施,否,  ,否,  ,是, 超商   ,否,  ,否,  ,一般,,,,
217,南區,33,興南街,#ERROR!,現有路段,住商混合區,偏老(多數屋齡30年以上),偏少(介於11至50件),否,否,否,否,否,,否,,是,公園,否,,否,,否,,否,,是,全聯,否,,否,,低,100.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
218,南區,6,永春街,#ERROR!,現有路段,住宅區,偏老(多數屋齡30年以上),極少(約10件以下),否,否,否,否,否,,否,,否,,否,,否,,否,,否,,否,,否,,否,,極低,110.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
219,南區,25,喜樹路(巷),#ERROR!,現有路段,住宅區,偏老(多數屋齡30年以上),偏少(介於11至50件),否,否,否,否,否,,否,,是,公園,否,,否,,否,,否,,否,,否,,否,,極低,100.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
220,南區,769,喜樂路,全部(路含巷),新編路段,住商混合區,較新(多數屋齡10年以內),極少(約10件以下),否,否,否,否,否,,否,,否,,否,,否,,否,,否,,否,,否,,否,,極低,110.0,,,本路段近喜樹路尾，擬按喜樹路地段率(110)編定。
221,東區,7,大同路一段,巷全部,現有路段,住宅區,普通(多數屋齡介於10至30年間),偏少(介於11至50件),否,否,否,否,否,  ,否,,否,,否,  ,否,  ,否,  ,否,  ,否,  ,是,銀行,否,  ,低,,,,
222,南區,39,灣裡路,#ERROR!,現有路段,住商混合區,偏老(多數屋齡30年以上),偏少(介於11至50件),否,否,否,否,否,,是,小學,是,廣場,是,圖書館,否,,否,,是,傳統市場,是,全家便利商店、統一超商,是,郵局,否,,一般,110.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
223,南區,37,鯤鯓路(濱南路-末點),#ERROR!,現有路段,住宅區,偏老(多數屋齡30年以上),極少(約10件以下),否,否,否,是,否,,是,小學,是,公園,否,,否,,否,,否,,否,,否,,否,,低,100.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
224,東區,5,大同路一段,東門圓環-行政院衛生署胸腔病院,現有路段,住商混合區,普通(多數屋齡介於10至30年間),極少(約10件以下),是,否,是,是,否,  ,否,   ,否,,否,  ,否,  ,否,,否,  ,否,,否,,否,,高,150.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
225,南區,24,喜樹路,#ERROR!,現有路段,住商混合區,偏老(多數屋齡30年以上),極少(約10件以下),否,否,否,是,否,,是,小學,是,公園,是,圖書館,否,,否,,是,萬皇宮市場,是,全家便利商店,否,,否,,低,110.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
226,南區,61,中華南路一段全部(路含巷),全部（路含巷）,現有路段,住商混合區,普通(多數屋齡介於10至30年間),偏少(介於11至50件),否,否,是,是,否,  ,否,,否,,否,  ,是,  殯葬設施,否,  ,否,  ,否,  ,否,  ,否,  ,一般,,,,
227,南區,948,清水路,全部(路含巷),現有路段,住宅區,偏老(多數屋齡30年以上),極少(約10件以下),否,否,否,是,否,,否,,是,公園,否,,否,,否,,否,,否,,否,,否,,低,110.0,100,-10.0,本路段鄰近鯤鯓路(濱南路-末點)，故擬小幅調降
228,南區,24,大德街,全部（路含巷）,現有路段,住商混合區,偏老(多數屋齡30年以上),偏少(介於11至50件),否,否,否,否,否,,否,,是,公園,否,,否,,否,,是,建,否,,否,,否,,低,130.0,,,
229,南區,11,永吉街,#ERROR!,現有路段,住宅區,偏老(多數屋齡30年以上),極少(約10件以下),否,否,否,否,否,,否,,是,公園,否,,否,,否,,否,,否,,否,,否,,極低,110.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
230,南區,3,中華南路二段(起點-金華路口),#ERROR!,現有路段,住宅區,偏老(多數屋齡30年以上),普通(介於51至100件),否,否,是,是,否,,否,,是,公園,否,,否,,否,,否,,是,全家便利商店、統一超商,否,,否,,低,110.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
231,南區,1017,新濱路,全部(路含巷),現有路段,其他，請說明：,尚未有房屋建築完成,剛重劃完成或仍開發中，未有建物交易資料,否,否,否,否,否,,否,,否,,否,,否,,否,,否,,否,,否,,否,,低,120.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
232,南區,8,永成路一段,#ERROR!,現有路段,其他，請說明：,較新(多數屋齡10年以內),極少(約10件以下),否,否,是,是,否,,否,,否,,否,,否,,否,,否,,否,,否,,否,,低,120.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
233,南區,768,同興路,全部(路含巷),新編路段,住商混合區,偏老(多數屋齡30年以上),極少(約10件以下),否,否,否,否,否,,否,,是,公園,否,,否,,否,,否,,否,,否,,否,,低,110.0,不調整,0.0,經綜合考量現行地段率尚屬合宜。本路段為明興路1181巷門牌整編，仍按原地段率編訂。
234,南區,36,鯤鯓路(起點-濱南路),#ERROR!,現有路段,住宅區,普通(多數屋齡介於10至30年間),極少(約10件以下),否,否,否,否,否,,否,,是,公園,否,,否,,否,,否,,是,7-11超商,否,,否,,低,110.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
235,南區,34,興隆路,#ERROR!,現有路段,住宅區,偏老(多數屋齡30年以上),偏少(介於11至50件),否,否,否,否,否,,否,,否,,否,,否,,否,,否,,否,,否,,否,,低,110.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
236,南區,26,喜明街,#ERROR!,現有路段,住宅區,普通(多數屋齡介於10至30年間),極少(約10件以下),否,否,否,否,否,,否,,否,,否,,否,,否,,否,,否,,否,,否,,極低,100.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
237,南區,691,福吉四街,全部（路含巷）,現有路段,住宅區,偏老(多數屋齡30年以上),,否,否,否,否,否,,否,,是,公園,否,,否,,否,,否,,否,,否,,否,,極低,130.0,,,
238,東區,8,大同路二段路全部,路全部,現有路段,住商混合區,普通(多數屋齡介於10至30年間),普通(介於51至100件),是,是,是,是,否,  ,是,小學,是,大林國宅,是,衛生福利部疾病管制署南區管制中心,否,  ,是,亞伯大飯店,否,  ,是,四大超商,是,  郵局,否,  ,一般,,,,
239,南區,10,永成路三段,#ERROR!,現有路段,住商混合區,偏老(多數屋齡30年以上),普通(介於51至100件),否,否,是,否,否,,否,,否,,否,,否,,否,,否,,是,全家便利商店、全聯,否,,否,,一般,120.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
240,南區,770,喜明南街,全部(路含巷),新編路段,住宅區,尚未有房屋建築完成,極少(約10件以下),否,否,否,否,否,,否,,是,公園,否,,否,,否,,否,,否,,否,,否,,極低,100.0,,,本路段近喜樹路151巷，擬按喜樹路(巷全部)地段率(100)編定。
241,南區,4,中華南路二段(金華路口-末點),#ERROR!,現有路段,住宅區,偏老(多數屋齡30年以上),偏少(介於11至50件),否,否,是,是,否,,否,,是,公園,是,政府機關,否,,否,,否,,是,7-11超商,否,,否,,低,120.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
242,東區,11,大同路二段巷中華南路-末點,巷:中華南路-末點,現有路段,住宅區,普通(多數屋齡介於10至30年間),偏少(介於11至50件),否,否,否,否,否,  ,否,   ,否,,否,  ,否,  ,否,  ,否,  ,否,  ,否,  ,否,  ,極低,,,,
243,南區,32,萬年一至七街,#ERROR!,現有路段,住商混合區,較新(多數屋齡10年以內),熱絡(200件以上),否,否,否,是,否,,否,,是,公園,否,,否,,否,,否,,是,全家便利商店,否,,否,,一般,120.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
244,南區,29,大林路全部,路全部,現有路段,住商混合區,普通(多數屋齡介於10至30年間),偏少(介於11至50件),否,否,否,否,否,  ,否,   ,是,體育公園,是,政府機關,否,  ,否,  ,否,  ,否,  ,否,  ,否,  ,低,,,,
245,南區,1093,德興路,全部(路含巷),現有路段,住商混合區,偏老(多數屋齡30年以上),普通(介於51至100件),否,否,否,否,否,,否,,是,公園,否,,否,,否,,是,傳統市場,是,全家便利商店,否,,否,,一般,110.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
246,南區,31,萬年路,#ERROR!,現有路段,住宅區,偏老(多數屋齡30年以上),極少(約10件以下),否,否,是,是,否,,是,中學,否,,否,,否,,否,,否,,否,,否,,否,,低,120.0,不調整,0.0,經綜合考量現行地段率尚屬合宜
