Unnamed: 0,匯入時間,統計時間,銀行代號,分支機構代號,金融機構名稱,分支機構名稱,地址,lat,lng
2780,20211201,202110,108,573,陽信商業銀行,健康分行,台南市南區健康路二段370號,22.982195,120.1873388
2782,20211201,202110,108,607,陽信商業銀行,西華分行,台南市安平區中華西路二段359號,22.993728,120.186396
2783,20211201,202110,108,616,陽信商業銀行,安順分行,台南市安南區安和路一段202號,23.0305133,120.2133278
2812,20211201,202110,108,935,陽信商業銀行,仁德分行,台南市仁德區中正路二段273號,22.95062,120.251398
2814,20211201,202110,108,953,陽信商業銀行,永康分行,台南市永康區中華路625號,23.014707,120.2297215
2893,20211201,202110,118,437,板信商業銀行,台南分行,台南市東區崇明路189號,22.9783929,120.2194941
2901,20211201,202110,118,622,板信商業銀行,成功分行,台南市中西區成功路457號,23.001056100000003,120.1963449
3060,20211201,202110,147,299,三信商業銀行,台南分行,台南市南區大同路2段438號,22.9738377,120.2142627
3135,20211201,202110,188,10,台南第三信用合作社,營業部,台南市中西區中正路7號,22.991937600000004,120.203545
3136,20211201,202110,188,29,台南第三信用合作社,東門分社,台南市東區東門路一段251號,22.9873365,120.2177472
3137,20211201,202110,188,38,台南第三信用合作社,西門分社,台南市中西區西門路二段68號,22.9919936,120.1985081
3138,20211201,202110,188,47,台南第三信用合作社,安平分社,台南市安平區古堡街62號,23.0024221,120.161301
3139,20211201,202110,188,56,台南第三信用合作社,成功分社,台南市北區成功路192號,22.9989993,120.2038175
3140,20211201,202110,188,65,台南第三信用合作社,大同分社,台南市東區大同路二段205號,22.9762122,120.2140915
3141,20211201,202110,188,74,台南第三信用合作社,文賢分社,台南市北區文賢路335號,23.0071718,120.1934909
3142,20211201,202110,188,83,台南第三信用合作社,金華分社,台南市南區金華路二段73號,22.97907480000001,120.1910787
3143,20211201,202110,188,92,台南第三信用合作社,小東分社,台南市北區小東路373號,22.9989054,120.2319979
3144,20211201,202110,188,108,台南第三信用合作社,開元分社,台南市北區開元路335號,23.0084325,120.2218688
3145,20211201,202110,188,117,台南第三信用合作社,中華分社,台南市東區中華東路三段139號,22.9780647,120.2269562
3146,20211201,202110,188,126,台南第三信用合作社,大灣分社,台南市永康區民族路275號,23.0052286,120.2694047
3147,20211201,202110,188,135,台南第三信用合作社,安中分社,台南市安南區安中路一段755號,23.0435167,120.1943512
3180,20211201,202110,215,114,花蓮第一信用合作社,永康分社,台南市永康區中山南路583及583之1號,23.0245971,120.253602
3268,20211201,202110,517,16,南市區漁會,南市區漁會,台南市中西區環河街56號,22.9929284,120.1921259
3269,20211201,202110,517,27,南市區漁會,四草分部,台南市安南區四草里大眾六街130號,23.019035,120.126105
3270,20211201,202110,517,38,南市區漁會,安南分部,台南市安南區城中里安中路六段685號,23.0645689,120.1282937
3271,20211201,202110,518,17,南縣區漁會,南縣區漁會,台南市佳里區進學路240號,23.1643169,120.176243
3272,20211201,202110,518,28,南縣區漁會,七股分部,台南市七股區龍山里1鄰9－11號,23.1260996,120.0954076
3273,20211201,202110,518,39,南縣區漁會,北門分部,台南市北門區鯤江里823號,23.2902206,120.1517133
3274,20211201,202110,518,40,南縣區漁會,將軍港分部,台南市將軍區平沙里1之10號,23.217185,120.095505
3275,20211201,202110,518,51,南縣區漁會,青山港分部,台南市將軍區鯤鯓里50之2號,23.189655,120.0859979
3276,20211201,202110,518,73,南縣區漁會,永吉分部,台南市七股區永吉里51－31號,23.0937255,120.1256186
3277,20211201,202110,519,18,新化區農會,新化區農會,台南市新化區信義路450號,23.0347757,120.3033632
3278,20211201,202110,519,29,新化區農會,那拔林分部,台南市新化區那拔林297號,23.0678064,120.3504867
3279,20211201,202110,519,30,新化區農會,中山分部,台南市新化區中山路243－1號,23.0359483,120.3083403
3311,20211201,202110,541,19,白河區農會,白河區農會,台南市白河區三民路412號,23.3516817,120.4157373
3312,20211201,202110,541,20,白河區農會,市場分部,台南市白河區新富街8之1號,23.3487409,120.4160004
3313,20211201,202110,541,31,白河區農會,玉豐分部,台南市白河區玉豐里22之10號,23.380996600000003,120.4166344
3314,20211201,202110,541,42,白河區農會,關嶺分部,台南市白河區關嶺里3鄰46號,23.3171844,120.5106372
3315,20211201,202110,541,53,白河區農會,竹門分部,台南市白河區竹門里28之13號,23.376539,120.4467349
3316,20211201,202110,542,10,麻豆區農會,麻豆區農會,台南市麻豆區興中路127號,23.1837824,120.2512095
3317,20211201,202110,542,21,麻豆區農會,新生分部,台南市麻豆區油車里14鄰新生北路56號,23.1864349,120.2414377
3318,20211201,202110,542,32,麻豆區農會,復光分部,台南市麻豆區海埔里莊禮寮2號,23.197731,120.212757
3319,20211201,202110,542,43,麻豆區農會,安業分部,台南市麻豆區安業里安業90－2號,23.1602698,120.2466662
3320,20211201,202110,547,15,後壁區農會,後壁區農會,台南市後壁區後壁里97號,23.368281,120.362244
3321,20211201,202110,547,26,後壁區農會,菁寮分部,台南市後壁區墨林里346號,23.3765945,120.3392266
3322,20211201,202110,547,37,後壁區農會,安溪分部,台南市後壁區長安里50號,23.3332989,120.3576569
3323,20211201,202110,547,48,後壁區農會,新東分部,台南市後壁區新東里145之8號,23.3394779,120.3283817
3324,20211201,202110,547,59,後壁區農會,上茄苳分部,台南市後壁區嘉民里203之1號,23.387109,120.382479
3325,20211201,202110,547,60,後壁區農會,竹新分部,台南市後壁區竹新里117之5號,23.3433044,120.3003035
3326,20211201,202110,549,17,下營區農會,下營區農會,台南市下營區中山路一段133號,23.235861,120.2642139
3327,20211201,202110,549,28,下營區農會,中營分部,台南市下營區開化里262－1號,23.2136069,120.275576
3328,20211201,202110,549,39,下營區農會,中興分部,台南市下營區中山路一段40號,23.2348984,120.26194479999998
3329,20211201,202110,549,40,下營區農會,甲中分部,台南市下營區紅甲里中庄子69號,23.2189842,120.2729063
3330,20211201,202110,551,12,官田區農會,官田區農會,台南市官田區隆田里文化街25號,23.19382610000001,120.3183394
3331,20211201,202110,551,23,官田區農會,官田辦事處,台南市官田區官田里122號,23.186192,120.33939
3332,20211201,202110,551,34,官田區農會,渡頭辦事處,台南市官田區渡頭里92號,23.169222,120.326714
3333,20211201,202110,551,45,官田區農會,西庄辦事處,台南市官田區西庄里61－1號,23.1825162,120.2930943
3334,20211201,202110,551,56,官田區農會,湖山辦事處,台南市官田區湖山里99－5號,23.2084736,120.3478746
3335,20211201,202110,551,67,官田區農會,二鎮辦事處,台南市官田區二鎮里67－1號,23.2063507,120.3262535
3336,20211201,202110,552,13,大內區農會,大內區農會,台南市大內區大內里9號,23.1192073,120.3568212
3337,20211201,202110,552,24,大內區農會,頭社分部,台南市大內區頭社里1－10號,23.1433699,120.38473020000002
3338,20211201,202110,552,35,大內區農會,環湖分部,台南市大內區環湖里58之2號,23.1477902,120.4182545
3339,20211201,202110,552,46,大內區農會,二溪辦事處,台南市大內區曲溪里1－17號,23.11742000000001,120.391724
3340,20211201,202110,556,17,學甲區農會,學甲區農會,台南市學甲區仁得里6鄰華宗路315號,23.230796,120.1823668
3341,20211201,202110,556,28,學甲區農會,中洲分部,台南市學甲區光華里6鄰中洲552號,23.245462,120.154119
3342,20211201,202110,556,39,學甲區農會,宅港分部,台南市學甲區宅港里1鄰1之2號,23.2591728,120.1906803
3343,20211201,202110,556,40,學甲區農會,頂洲分部,台南市學甲區三慶里3鄰頂洲106號,23.289733,120.201035
3344,20211201,202110,556,51,學甲區農會,大灣分部,台南市學甲區大灣里11鄰大灣112號,23.2097546,120.1870973
3345,20211201,202110,556,62,學甲區農會,草圣分部,台南市學甲區豐和里1鄰美豐10號,23.217524,120.201777
3346,20211201,202110,557,18,新市區農會,新市區農會,台南市新市區新市里復興路1－1號,23.0792847,120.2954998
3347,20211201,202110,557,29,新市區農會,大社分部,台南市新市區大社里407號,23.0903938,120.3291365
3348,20211201,202110,558,19,安定區農會,安定區農會,台南市安定區安定里58號,23.1219137,120.2373331
3349,20211201,202110,558,20,安定區農會,港口分部,台南市安定區港口里356－1號,23.0933805,120.2311553
3350,20211201,202110,558,31,安定區農會,蘇厝分部,台南市安定區蘇林里249－8號,23.0792166,120.2522997
3351,20211201,202110,558,42,安定區農會,海寮分部,台南市安定區海寮里10－12號,23.0993237,120.2095515
3352,20211201,202110,558,53,安定區農會,中沙分部,台南市安定區中沙里中崙36號,23.0775452,120.213369
3353,20211201,202110,559,10,山上區農會,山上區農會,台南市山上區山上里238號,23.1016299,120.355641
3354,20211201,202110,561,15,左鎮區農會,左鎮區農會,台南市左鎮區中正里98之1號,23.0567783,120.408708
3355,20211201,202110,562,16,仁德區農會,仁德區農會,台南市仁德區仁義里中正路二段1136號,22.9701492,120.251912
3356,20211201,202110,562,27,仁德區農會,保安分部,台南市仁德區保安里保安路一段149號,22.930949,120.2309845
3357,20211201,202110,562,38,仁德區農會,二行分部,台南市仁德區二行里行大街61號,22.9159456,120.2223868
3358,20211201,202110,562,49,仁德區農會,太子分部,台南市仁德區土庫里土庫五街67號,22.9890067,120.2590004
3359,20211201,202110,562,50,仁德區農會,中洲分部,台南市仁德區中洲里336－9號,22.9063718,120.2599266
3360,20211201,202110,562,61,仁德區農會,後壁分部,台南市仁德區後壁里德南路3號,22.9488419,120.2517372
3361,20211201,202110,564,18,關廟區農會,關廟區農會,台南市關廟區中正路963號,22.9622412,120.3288369
3362,20211201,202110,564,29,關廟區農會,龜洞分部,台南市關廟區南雄里7鄰南雄南路612號,22.9037449,120.3506435
3363,20211201,202110,564,30,關廟區農會,埤頭分部,台南市關廟區埤頭里保東路71號,22.9960395,120.3066552
3364,20211201,202110,565,19,龍崎區農會,龍崎區農會,台南市龍崎區崎頂里223號,22.9646618,120.3600762
3365,20211201,202110,565,20,龍崎區農會,龍船分部,台南市龍崎區龍船里30－16號,22.9461437,120.4182466
3366,20211201,202110,567,11,南化區農會,南化區農會,台南市南化區南化里128號,23.0433808,120.4764698
3367,20211201,202110,568,12,七股區農會,七股區農會,台南市七股區大埕里272號,23.1453614,120.144496
3416,20211201,202110,583,13,東山區農會,東山區農會,台南市東山區東中里中興路1號,23.321935,120.403114
3417,20211201,202110,583,24,東山區農會,東原分部,台南市東山區東原里前大埔162號,23.2652399,120.4446072
3418,20211201,202110,583,35,東山區農會,青山分部,台南市東山區青山里2鄰15－11號,23.27718560000001,120.4847242
3419,20211201,202110,583,46,東山區農會,聖賢分部,台南市東山區聖賢里北勢寮91－2號,23.318828,120.362897
3420,20211201,202110,583,57,東山區農會,南溪分部,台南市東山區南溪里2鄰14之9號,23.267589800000003,120.4040725
3653,20211201,202110,618,25,新營區農會,新營區農會,台南市新營區中山路123號,23.304441,120.31748
3654,20211201,202110,618,335,新營區農會,太子宮分部,台南市新營區太北里140之3號,23.2667576,120.376545
3655,20211201,202110,618,346,新營區農會,延平分部,台南市新營區復興路1號,23.302401,120.312874
3656,20211201,202110,618,1066,新營區農會,三民分部,台南市新營區三民路36之14號,23.3075682,120.3196157
3657,20211201,202110,618,1217,新營區農會,中正分部,台南市新營區埤寮里2號,23.330827,120.317657
3658,20211201,202110,618,36,鹽水區農會,鹽水區農會,台南市鹽水區中山路49號,23.3198853,120.2658296
3659,20211201,202110,618,357,鹽水區農會,歡雅分部,台南市鹽水區歡雅里26號,23.292205,120.2415775
3660,20211201,202110,618,368,鹽水區農會,圣頭港分部,台南市鹽水區南港里圣頭港199之1號,23.2521646,120.25559979999998
3661,20211201,202110,618,69,佳里區農會,佳里區農會,台南市佳里區東寧里和平街168號,23.1623705,120.17575349999998
3662,20211201,202110,618,416,佳里區農會,佳興分部,台南市佳里區興化里8鄰483之6號,23.1852076,120.1849082
3663,20211201,202110,618,427,佳里區農會,子龍分部,台南市佳里區子龍里9鄰子良廟165之1號,23.1748639,120.2080061
3664,20211201,202110,618,438,佳里區農會,塭內分部,台南市佳里區龍安里1鄰塭子內10之2號,23.12542,120.162014
3665,20211201,202110,618,449,佳里區農會,延平分部,台南市佳里區頂廓里3鄰28之3號,23.17297210000001,120.1525826
3666,20211201,202110,618,1158,佳里區農會,新生分部,台南市佳里區忠仁里新生路83號,23.1607239,120.179376
3667,20211201,202110,618,81,善化區農會,善化區農會,台南市善化區中山路242號,23.1323394,120.297555
3668,20211201,202110,618,450,善化區農會,東關里分部,台南市善化區大信街1號,23.1302312,120.29246709999998
3669,20211201,202110,618,461,善化區農會,六分寮分部,台南市善化區六德里333之2號,23.1526362,120.2999305
3670,20211201,202110,618,1365,善化區農會,茄拔分部,台南市善化區嘉北里茄拔352之10號,23.137452300000003,120.3224108
3671,20211201,202110,618,92,柳營區農會,柳營區農會,台南市柳營區柳營路二段99號,23.2792102,120.3118064
3672,20211201,202110,618,472,柳營區農會,重溪辦事處,台南市柳營區重溪里12之1號,23.2877204,120.36621940000002
3673,20211201,202110,618,483,柳營區農會,果毅辦事處,台南市柳營區神農里227號,23.2564934,120.3693297
3674,20211201,202110,618,494,柳營區農會,太康辦事處,台南市柳營區太康里55之5號,23.2872369,120.3307145
3675,20211201,202110,618,508,柳營區農會,旭山辦事處,台南市柳營區旭山里山仔腳59之3號,23.270347,120.384743
3676,20211201,202110,618,139,六甲區農會,六甲區農會,台南市六甲區建國街13號,23.229704,120.35236090000002
3677,20211201,202110,618,612,六甲區農會,林鳳營分部,台南市六甲區中社里林鳳營21號,23.2441052,120.3207592
3678,20211201,202110,618,162,西港區農會,西港區農會,台南市西港區文化路2號,23.122603,120.2034329
3679,20211201,202110,618,689,西港區農會,後營分部,台南市西港區營西里1號,23.1394918,120.2162218
3680,20211201,202110,618,715,西港區農會,竹林分部,台南市西港區竹林里18鄰大竹林183號,23.125082,120.185707
3681,20211201,202110,618,184,將軍區農會,將軍區農會,台南市將軍區忠嘉里忠興189號,23.199642,120.158438
3682,20211201,202110,618,771,將軍區農會,苓仔寮分部,台南市將軍區苓仔寮里苓保101號,23.2187395,120.1653154
3683,20211201,202110,618,782,將軍區農會,將軍分部,台南市將軍區將富里48號,23.2159172,120.1354102
3684,20211201,202110,618,793,將軍區農會,馬沙溝分部,台南市將軍區長沙里5號,23.218321600000003,120.1040715
3685,20211201,202110,618,807,將軍區農會,青鯤鯓分部,台南市將軍區鯤鯓里222號,23.1900317,120.0907129
3686,20211201,202110,618,195,北門區農會,北門區農會,台南市北門區北門里125號,23.2661521,120.125729
3687,20211201,202110,618,818,北門區農會,溪底寮分部,台南市北門區文山里40－3號,23.2866026,120.12428529999998
3688,20211201,202110,618,829,北門區農會,蚵寮分部,台南市北門區保吉里339之1號,23.2857867,120.1348039
3689,20211201,202110,618,1206,北門區農會,三慈分部,台南市北門區三光里80號,23.2388091,120.11307990000002
3690,20211201,202110,618,243,臺南市玉井區農會,臺南市玉井區農會,台南市玉井區中正路139號,23.1768834,120.4853685
3691,20211201,202110,618,298,歸仁區農會,歸仁區農會,台南市歸仁區八甲里中正北路1段168號,22.9731405,120.29586299999998
3692,20211201,202110,618,966,歸仁區農會,大潭武東分部,台南市歸仁區武東里中正南路2段269號,22.9162103,120.27229979999998
3693,20211201,202110,618,977,歸仁區農會,大廟分部,台南市歸仁區大廟里大廟6街2號,22.9979577,120.2782164
3694,20211201,202110,618,988,歸仁區農會,新市場分部,台南市歸仁區許厝里中山路1段470號,22.96658,120.297519
3695,20211201,202110,618,1239,歸仁區農會,歸南分部,台南市歸仁區南保里中山路3段172號,22.9680812,120.2838496
3696,20211201,202110,618,324,永康區農會,永康區農會,台南市永康區中山南路635號,23.0254651,120.2550344
3697,20211201,202110,618,1011,永康區農會,大灣分部,台南市永康區大灣路281號,23.0061333,120.2672811
3698,20211201,202110,618,1181,永康區農會,鹽行分部,台南市永康區中正北路75號,23.0416617,120.2398383
3699,20211201,202110,618,1240,永康區農會,中華分部,台南市永康區復國一路350號,23.0111962,120.2465889
3700,20211201,202110,618,1262,永康區農會,崑山分部,台南市永康區永華路12號,23.0061734,120.2591774
3701,20211201,202110,618,1343,永康區農會,龍潭分部,台南市永康區龍中街501號,23.035562,120.2620635
3702,20211201,202110,618,1413,永康區農會,大橋分部,台南市永康區東橋一路151號,23.0185442,120.2335865
3703,20211201,202110,618,1402,楠西區農會,楠西區農會,台南市楠西區楠西里中正路88號,23.1771901,120.484703
4133,20211201,202110,803,124,聯邦商業銀行,台南分行,台南市北區西門路四段271號,23.012967,120.20877
4185,20211201,202110,803,685,聯邦商業銀行,府城分行,台南市中西區中正路92號,22.9924805,120.2005352
4187,20211201,202110,803,700,聯邦商業銀行,富強分行,台南市東區東門路三段15號,22.9808669,120.2302573
4188,20211201,202110,803,711,聯邦商業銀行,開元分行,台南市北區開元路229號,23.0074837,120.220205
4189,20211201,202110,803,722,聯邦商業銀行,南台南分行,台南市南區金華路一段379號,22.9697801,120.190172
4218,20211201,202110,805,67,遠東國際商業銀行,台南分行,台南市東區東門路二段2號,22.9864799,120.2189988
4225,20211201,202110,805,160,遠東國際商業銀行,永康分行,台南市永康區中正北路37號,23.0415951,120.2385259
4261,20211201,202110,805,573,遠東國際商業銀行,崇德分行,台南市東區崇道路87號,22.972273,120.2276237
4279,20211201,202110,806,116,元大商業銀行,永康分行,台南市永康區小東路511號,22.998791,120.235944
4293,20211201,202110,806,297,元大商業銀行,佳里分行,台南市佳里區文化路278號,23.1632647,120.1752738
4312,20211201,202110,806,611,元大商業銀行,台南分行,台南市中西區永華路1段348號,22.987323,120.195492
4315,20211201,202110,806,688,元大商業銀行,府城分行,台南市中西區民生路一段165號,22.9939112,120.2003529
4316,20211201,202110,806,699,元大商業銀行,府東分行,台南市東區東門路二段348號,22.982741600000004,120.2268699
4317,20211201,202110,806,806,元大商業銀行,開元分行,台南市北區勝利路461號,23.005561,120.2187008
4318,20211201,202110,806,828,元大商業銀行,安和分行,台南市安南區安和路一段226號,23.0310851,120.212998
4360,20211201,202110,806,1397,元大商業銀行,北府分行,台南市北區西門路三段157號,23.0037121,120.203934
4377,20211201,202110,806,1582,元大商業銀行,新營分行,台南市新營區中山路117號,23.30473,120.31798
4379,20211201,202110,806,1607,元大商業銀行,金華分行,台南市中西區金華路三段230號,22.995044,120.19378
4381,20211201,202110,806,1629,元大商業銀行,灣裡分行,台南市南區灣裡路211巷88弄12之6號,22.9278995,120.1859613
4382,20211201,202110,806,1630,元大商業銀行,安南分行,台南市安南區安和路5段279號,23.0681906,120.2164497
4422,20211201,202110,809,50,凱基商業銀行,台南分行,台南市中西區西門路二段351號,22.9979663,120.1995923
4441,20211201,202110,809,278,凱基商業銀行,赤崁分行,台南市中西區忠義路二段167號,22.996207,120.20396809999998
4443,20211201,202110,809,304,凱基商業銀行,東門分行,台南市中西區府前路一段26號,22.9890794,120.2102418
4444,20211201,202110,809,315,凱基商業銀行,北門分行,台南市北區開元路133號,23.0068069,120.2182096
4447,20211201,202110,809,348,凱基商業銀行,歸仁分行,台南市歸仁區中正南路一段23號,22.9657913,120.2942496
4448,20211201,202110,809,359,凱基商業銀行,海東分行,台南市安南區海佃路一段129號,23.0228897,120.1916799
4449,20211201,202110,809,371,凱基商業銀行,永康分行,台南市永康區中華路9號,22.9991343,120.2345587
4474,20211201,202110,810,98,星展（台灣）商業銀行,台南分行,台南市中西區南門路101號,22.9879555,120.2045951
4492,20211201,202110,810,319,星展（台灣）商業銀行,東台南分行(客戶移轉至台南分行服務),台南市中西區南門路101號,22.9879555,120.2045951
4516,20211201,202110,815,71,日盛國際商業銀行,台南分行,台南市東區東門路一段358號,22.9864811,120.218249
4537,20211201,202110,815,314,日盛國際商業銀行,新營分行,台南市新營區中山路169號,23.303651,120.315795
4549,20211201,202110,815,439,日盛國際商業銀行,安平分行,台南市安平區永華路二段506號,22.990928,120.1746183
4562,20211201,202110,816,94,安泰商業銀行,台南分行,台南市東區崇仁街6號,22.9844647,120.2221997
4593,20211201,202110,816,429,安泰商業銀行,永康分行,台南市永康區中華路536號,23.0126633,120.2314871
4789,20211201,202110,922,12,臺南地區農會信用部,臺南地區農會信用部,台南市安南區安中路二段300號,23.0470131,120.1852206
4790,20211201,202110,922,23,臺南地區農會信用部,成功分部,台南市北區成功路434號,23.0008756,120.1980515
4791,20211201,202110,922,34,臺南地區農會信用部,聯合分部,台南市南區西門路一段433號,22.9806057,120.1973927
4792,20211201,202110,922,56,臺南地區農會信用部,安順分部,台南市安南區安和路一段242號,23.0312732,120.2128683
4793,20211201,202110,922,67,臺南地區農會信用部,和順分部,台南市安南區安和路四段570號,23.0623759,120.2188531
4794,20211201,202110,922,78,臺南地區農會信用部,土城分部,台南市安南區安中路六段517－1號,23.061162,120.1308864
4795,20211201,202110,922,89,臺南地區農會信用部,灣裡分部,台南市南區明興路977號,22.9321009,120.182915
