Unnamed: 0,匯入時間,統計時間,郵遞區號,電腦局號,局名,電腦局名,局址,郵務電話,儲匯電話,lat,lng
281,20211201,202110,704401.0,003100-5,臺南成功路郵局,臺南901支,台南市北區成功路6號,(06)226-7962,(06)226-5046,22.9981078,120.2037241
282,20211201,202110,702005.0,003101-9,臺南西門路郵局,臺南1支,台南市南區西門路一段681號,(06)222-2471,(06)222-2471,22.9867928,120.1973668
283,20211201,202110,700022.0,003102-2,臺南水交社郵局,臺南2支,台南市中西區健康路一段260號,(06)214-2892,(06)214-2892,22.9814832,120.2044849
284,20211201,202110,700008.0,003103-6,臺南興華街郵局,臺南3支,台南市中西區興華街37號,(06)222-6883,(06)222-6883,22.992647,120.2111789
285,20211201,202110,708001.0,003104-0,臺南安平郵局,臺南4支,台南市安平區安北路125號,(06)223-5402,(06)223-5402,23.0026201,120.162937
286,20211201,202110,700015.0,003105-3,臺南中正路郵局,臺南5支,台南市中西區中正路42號,(06)222-3304,(06)222-3304,22.9922186,120.2022914
287,20211201,202110,717005.0,003106-7,仁德車路墘郵局,臺南6支,台南市仁德區中正路一段32號,(06)266-2944,(06)266-2944,22.9189746,120.227351
288,20211201,202110,701401.0,003107-1,成功大學郵局,臺南7支,台南市東區大學路１號,(06)237-7908,(06)237-7908,22.997265,120.219981
289,20211201,202110,710012.0,003108-4,永康網寮郵局,臺南8支,台南市永康區小東路481號,(06)312-1095,(06)312-1095,22.998719,120.235215
290,20211201,202110,711013.0,003109-8,歸仁郵局,臺南9支,台南市歸仁區中山路一段637號,(06)230-7454,(06)230-4904,22.9664967,120.294692
291,20211201,202110,710056.0,003110-0,永康郵局,臺南10支,台南市永康區中山路78號,(06)232-2405-12,(06)232-2405-13,23.0280775,120.2569788
292,20211201,202110,710027.0,003111-3,永康六甲頂郵局,臺南11支,台南市永康區中正南路160號,(06)282-9564,(06)282-9564,23.0225156,120.2170925
293,20211201,202110,701033.0,003112-7,臺南德高厝郵局,臺南12支,台南市東區崇德路678號,(06)268-1297,(06)268-1297,22.9674483,120.2274188
294,20211201,202110,700018.0,003113-1,臺南永樂郵局,臺南13支,台南市中西區民族路三段282號,(06)223-4495,(06)223-4495,23.0001919,120.1924229
295,20211201,202110,700003.0,003114-4,臺南友愛街郵局,臺南14支,台南市中西區友愛街318號,(06)223-5406,(06)223-5406,22.99282130000001,120.19372690000002
296,20211201,202110,700280.0,003115-8,臺南南門路郵局,臺南15支,台南市中西區南門路93號,(06)214-7235,(06)214-7235,22.9887659,120.2047144
297,20211201,202110,717017.0,003116-1,仁德太子郵局,臺南16支,台南市仁德區土庫路2號,(06)272-4666,(06)272-4666,22.9910291,120.2603438
298,20211201,202110,704033.0,003117-5,臺南西華郵局,臺南17支,台南市北區公園路176-1號,(06)228-8491,(06)228-8491,22.9996031,120.208236
299,20211201,202110,701001.0,003118-9,臺南東城郵局,臺南18支,台南市東區府連路433號,(06)237-5408,(06)237-5408,22.9862199,120.2169965
300,20211201,202110,704016.0,003119-2,臺南開元路郵局,臺南19支,台南市北區開元路162號,(06)237-1330,(06)237-1330,23.0070264,120.219776
301,20211201,202110,702029.0,003120-4,臺南大同路郵局,臺南20支,台南市南區大同路二段410號,(06)215-5409,(06)215-5409,22.9745095,120.2141777
302,20211201,202110,710031.0,003121-8,永康二王郵局,臺南21支,台南市永康區中山南路363號,(06)232-9575,(06)232-9575,23.0209081,120.245645
303,20211201,202110,700006.0,003122-1,臺南普濟郵局,臺南22支,台南市中西區西門路二段366號,(06)223-5410,(06)223-5410,22.9982616,120.20056540000002
304,20211201,202110,702018.0,003123-5,臺南灣裡郵局,臺南23支,台南市南區灣裡路67號,(06)262-2411,(06)262-2411,22.9322091,120.180997
305,20211201,202110,717006.0,003124-9,仁德二空郵局,臺南24支,台南市仁德區二空路65號,(06)268-2328,(06)268-2328,22.9585821,120.22320729999998
306,20211201,202110,704007.0,003125-2,臺南大光郵局,臺南25支,台南市北區長榮路五段266號,(06)251-6481,(06)251-6481,23.0129871,120.218083
307,20211201,202110,701017.0,003126-6,臺南東門郵局,臺南26支,台南市東區東門路二段216號,(06)268-3290,(06)268-3290,22.9848581,120.2238241
308,20211201,202110,717009.0,003127-0,仁德郵局,臺南27支,台南市仁德區中正路二段1118號,(06)270-0982,(06)270-0982,22.9697074,120.25233529999998
309,20211201,202110,701045.0,003128-3,臺南東寧路郵局,臺南28支,台南市東區東寧路323號,(06)236-3607,(06)236-3607,22.9903024,120.2276129
310,20211201,202110,704005.0,003129-7,臺南北小北郵局,臺南29支,台南市北區西門路四段482號,(06)251-6135,(06)251-6135,23.016506,120.2111729
311,20211201,202110,710037.0,003130-9,永康大灣郵局,臺南30支,台南市永康區民族路244號,(06)271-3784,(06)271-3784,23.0062363,120.2688858
312,20211201,202110,709019.0,003131-2,臺南和順郵局,臺南31支,台南市安南區安和路5段119號,(06)355-9285,(06)355-9285,23.0655132,120.2181778
313,20211201,202110,710042.0,003132-6,永康鹽行郵局,臺南32支,台南市永康區中正北路79號,(06)253-1054,(06)253-1054,23.0416887,120.2398998
314,20211201,202110,702011.0,003133-0,臺南鹽埕郵局,臺南33支,台南市南區金華路一段292號,(06)261-6286,(06)261-6286,22.9683991,120.1904135
315,20211201,202110,709001.0,003134-3,臺南安順郵局,臺南34支,台南市安南區安和路一段430號,(06)255-5030,(06)255-5030,23.034813,120.21319
316,20211201,202110,702034.0,003135-7,臺南新義郵局,臺南35支,台南市南區安平工業區新義路1號,(06)265-4762,(06)265-4762,22.9698301,120.183141
317,20211201,202110,709020.0,003136-1,臺南安南郵局,臺南36支,台南市安南區安中路三段106號,(06)256-1849,(06)256-1849,23.047924,120.18132
318,20211201,202110,702006.0,003137-4,臺南金華郵局,臺南37支,台南市南區健康路二段182號,(06)222-7221,(06)222-7221,22.9817029,120.1926987
319,20211201,202110,709030.0,003138-8,臺南海佃郵局,臺南38支,台南市安南區國安街8號,(06)258-0744,(06)258-0744,23.0228323,120.1914251
320,20211201,202110,709031.0,003139-1,臺南土城郵局,臺南39支,台南市安南區安中路六段712號,(06)257-1208,(06)257-1208,23.0649598,120.1284035
321,20211201,202110,701014.0,003140-3,臺南小東郵局,臺南40支,台南市東區東和路45號,(06)237-0917,(06)237-0917,22.9985632,120.2294877
322,20211201,202110,710039.0,003142-1,永康大橋郵局,臺南42支,台南市永康區中華路473號,(06)232-0332,(06)232-0332,23.0112401,120.23183600000002
323,20211201,202110,710047.0,003143-4,永康崑山郵局,臺南43支,台南市永康區永大路二段3號,(06)271-5182,(06)271-5182,23.000881,120.259207
324,20211201,202110,717018.0,003145-1,仁德後壁厝郵局,臺南45支,台南市仁德區中正路二段417號,(06)270-0674,(06)270-0674,22.9539803,120.2520264
325,20211201,202110,710001.0,003146-5,永康王行郵局,臺南46支,台南市永康區永康工業區環工路6號,(06)233-8750,(06)233-8750,23.0491136,120.2744253
326,20211201,202110,709003.0,003147-9,臺南原佃郵局,臺南47支,台南市安南區怡安路二段462號,(06)246-4402,(06)246-4402,23.0443281,120.19741299999998
327,20211201,202110,704026.0,003148-2,臺南文元郵局,臺南48支,台南市北區文成路765號,(06)258-5364,(06)258-5364,23.012154,120.195135
328,20211201,202110,701022.0,003149-6,臺南虎尾寮郵局,臺南49支,台南市東區自由路三段386號,(06)290-7858,(06)290-7881,22.9826622,120.2373227
329,20211201,202110,711013.0,003150-8,歸仁南保郵局,臺南50支,台南市歸仁區中山路一段637號,(06)230-4904,(06)230-4904,22.9664967,120.294692
330,20211201,202110,718005.0,003159-1,關廟郵局,臺南59支,台南市關廟區中央路222號,(06)595-0850,(06)595-2009,22.9607763,120.3291965
331,20211201,202110,719012.0,003160-2,龍崎郵局,臺南60支,台南市龍崎區崎頂里新市仔186號,(06)594-1365,(06)594-1365,22.9652706,120.3604365
332,20211201,202110,718006.0,003161-6,關廟文衡路郵局,臺南61支,台南市關廟區文衡路20號,(06)595-0858,(06)595-0858,22.960784,120.3261558
333,20211201,202110,708008.0,003162-0,臺南新南郵局,臺南62支,台南市安平區永華三街6號,(06)299-2514,(06)299-2514,22.9906863,120.1815411
334,20211201,202110,708202.0,003163-3,臺南地方法院郵局,臺南63支,台南市安平區健康路三段308號,(06)298-6435,(06)298-6435,22.985069,120.1718371
335,20211201,202110,708014.0,003164-7,臺南育平郵局,臺南64支,台南市安平區育平路333號,(06)297-3047,(06)297-3047,22.9929974,120.1673732
902,20211201,202110,730025.0,019100-1,新營郵局,臺南65支,台南市新營區中山路126號,(06)632-3613,(06)632-1645,23.305135,120.31791
903,20211201,202110,730008.0,019101-4,新營新進路郵局,臺南66支,台南市新營區新進路316號,(06)632-4501,(06)632-4501,23.301485,120.3153566
904,20211201,202110,730007.0,019102-8,新營民治路郵局,臺南67支,台南市新營區民治路27-13號,(06)635-0346,(06)632-4502,23.310772,120.317651
905,20211201,202110,736005.0,019103-1,柳營郵局,臺南68支,台南市柳營區柳營路一段745號,(06)622-0503,(06)622-0503,23.2740006,120.3130949
906,20211201,202110,730009.0,019104-5,新營民生郵局,臺南69支,台南市新營區三民路180-3號,(06)633-1565,(06)633-1565,23.305373,120.3083768
907,20211201,202110,731022.0,019105-9,後壁郵局,臺南70支,台南市後壁區後壁村1-15號,(06)687-2140,(06)687-2140,23.365444,120.3626295
908,20211201,202110,731024.0,019106-2,後壁菁寮郵局,臺南71支,台南市後壁區菁寮里79-1號,(06)662-1414,(06)662-1414,23.3788148,120.3347765
909,20211201,202110,737007.0,019107-6,鹽水郵局,臺南72支,台南市鹽水區中山路6號,(06)652-1170,(06)652-1170,23.3200184,120.2670826
910,20211201,202110,730022.0,019108-0,新營太子宮郵局,臺南73支,台南市新營區太北里9-5號,(06)652-6215,(06)652-6215,23.2947182,120.2789962
911,20211201,202110,731027.0,019109-3,後壁安溪寮郵局,臺南74支,台南市後壁區福安里下寮102-16號,(06)635-4063,(06)635-4063,23.3270512,120.3421869
912,20211201,202110,737008.0,019110-5,鹽水茄苳腳郵局,臺南75支,台南市鹽水區忠孝路54號,(06)653-0445,(06)653-0445,23.3109258,120.27518159999998
913,20211201,202110,735001.0,019111-9,下營郵局,臺南76支,台南市下營區慈惠街129號,(06)689-2042,(06)689-2042,23.2359669,120.265514
914,20211201,202110,734043.0,019112-2,六甲郵局,臺南77支,台南市六甲區民生街2號,(06)698-2012,(06)698-2012,23.2271475,120.3517414
915,20211201,202110,732002.0,019113-6,白河郵局,臺南78支,台南市白河區三民路410號,(06)685-2061,(06)685-2061,23.351609,120.416252
916,20211201,202110,733014.0,019114-0,東山郵局,臺南79支,台南市東山區東中里新東路1段18號,(06)680-2343,(06)680-2343,23.322739,120.4024519
917,20211201,202110,732009.0,019115-3,白河內角郵局,臺南80支,台南市白河區內角里24-1號,(06)681-7214,(06)681-7214,23.3984579,120.439064
918,20211201,202110,732010.0,019116-7,白河仙草埔郵局,臺南81支,台南市白河區仙草里仙草63-1號,(06)685-4354,(06)685-4354,23.343017,120.477281
919,20211201,202110,733015.0,019117-1,東山東原郵局,臺南82支,台南市東山區東原里170號,(06)686-2557,(06)686-2557,23.2654859,120.444429
920,20211201,202110,736004.0,019118-4,柳營重溪郵局,臺南83支,台南市柳營區重溪里12-4號,(06)623-4187,(06)623-4187,23.2875539,120.366169
921,20211201,202110,735003.0,019119-8,下營中營郵局,臺南84支,台南市下營區中營里893號,(06)679-2647,(06)679-2647,23.218466,120.2777684
922,20211201,202110,712001.0,019120-0,新化郵局,臺南85支,台南市新化區中正路312號,(06)590-2061,(06)590-2061,23.03227780000001,120.3088009
923,20211201,202110,743001.0,019121-3,山上郵局,臺南86支,台南市山上區山上里250號,(06)578-1024,(06)578-1024,23.101435,120.3594043
924,20211201,202110,713001.0,019122-7,左鎮郵局,臺南87支,台南市左鎮區中正里15-3號,(06)573-1035,(06)573-1035,23.0773685,120.3290863
925,20211201,202110,712003.0,019123-1,新化中山路郵局,臺南88支,台南市新化區中山路320號,(06)590-7892,(06)590-7892,23.0359927,120.30675890000002
926,20211201,202110,714005.0,019124-4,玉井郵局,臺南89支,台南市玉井區中正路19號,(06)574-2057,(06)574-2057,23.1227006,120.4595136
927,20211201,202110,715002.0,019125-8,楠西郵局,臺南90支,台南市楠西區東勢路117號,(06)575-1043,(06)575-1043,23.1773067,120.486046
928,20211201,202110,715004.0,019126-1,曾文水庫郵局,臺南91支,台南市楠西區密枝里70號,(06)575-1965,(06)575-1965,23.2210752,120.4983124
929,20211201,202110,716002.0,019127-5,南化郵局,臺南92支,台南市南化區南化里115-11號,(06)577-1161,(06)577-1161,23.043013,120.4759482
930,20211201,202110,722001.0,019128-9,佳里郵局,臺南93支,台南市佳里區延平路375號,(06)721-1837,(06)721-1837,23.1636404,120.1781039
931,20211201,202110,725036.0,019129-2,將軍郵局,臺南94支,台南市將軍區西華里1-1號,(06)794-2049,(06)794-2049,23.199383800000003,120.1571757
932,20211201,202110,723023.0,019130-4,西港郵局,臺南95支,台南市西港區中山路351號,(06)795-2186,(06)795-2186,23.1234578,120.2030749
933,20211201,202110,724032.0,019131-8,七股郵局,臺南96支,台南市七股區大埕里296號,(06)787-2241,(06)787-2241,23.1453614,120.144496
934,20211201,202110,722013.0,019132-1,佳里佳里興郵局,臺南97支,台南市佳里區興化里492-8號,(06)726-0438,(06)726-0438,23.1892699,120.1881488
935,20211201,202110,722002.0,019133-5,佳里中山路郵局,臺南98支,台南市佳里區中山路141號,(06)722-1800,(06)722-1800,23.1574633,120.17717890000002
936,20211201,202110,727008.0,019134-9,北門郵局,臺南99支,台南市北門區北門里舊埕91號,(06)786-2031,(06)786-2031,23.2676249,120.1247209
937,20211201,202110,726001.0,019135-2,學甲郵局,臺南100支,台南市學甲區中正路318號,(06)783-3378,(06)783-3378,23.235039,120.180887
938,20211201,202110,721008.0,019136-6,麻豆郵局,臺南101支,台南市麻豆區興國路25號,(06)572-2144,(06)572-2144,23.1812941,120.2479925
939,20211201,202110,721012.0,019137-0,麻豆總爺郵局,臺南102支,台南市麻豆區南勢里106號,(06)572-4309,(06)572-4309,23.1846883,120.2548862
940,20211201,202110,721003.0,019138-3,麻豆新生郵局,臺南103支,台南市麻豆區新生南路17號,(06)571-1943,(06)571-1943,23.1841849,120.2413047
941,20211201,202110,741005.0,019139-7,善化郵局,臺南104支,台南市善化區中正路332號,(06)583-2496,(06)583-2496,23.1268554,120.2941051
942,20211201,202110,742002.0,019140-9,大內郵局,臺南105支,台南市大內區大內里7-2號,(06)576-1080,(06)576-1080,23.118571,120.360228
943,20211201,202110,741012.0,019141-2,善化成功郵局,臺南106支,台南市善化區成功路41號,(06)585-0747,(06)585-0747,23.127516,120.3170029
944,20211201,202110,744008.0,019142-6,新市大營郵局,臺南107支,台南市新市區大營里131-18號,(06)589-8310,(06)589-8310,23.092444,120.308908
945,20211201,202110,741011.0,019143-0,善化溪美郵局,臺南108支,台南市善化區溪美里204號,(06)581-7018,(06)581-7018,23.1529669,120.288449
946,20211201,202110,745001.0,019144-3,安定郵局,臺南109支,台南市安定區保西里449號,(06)592-2086,(06)592-2086,23.1228326,120.232521
947,20211201,202110,744001.0,019146-1,新市郵局,臺南110支,台南市新市區仁愛街217號,(06)599-3205,(06)599-3205,23.0757574,120.2934028
948,20211201,202110,720001.0,019147-4,官田隆田郵局,臺南111支,台南市官田區勝利路2號,(06)579-1112,(06)579-1112,23.1934916,120.3150123
949,20211201,202110,720008.0,019149-1,官田工業區郵局,臺南112支,台南市官田區二鎮里工業路23號,(06)698-6810,(06)698-6810,23.2100647,120.3230737
950,20211201,202110,744094.0,019150-3,新市南科園區郵局,臺南113支,台南市新市區南科六路6號,(06)505-2678,(06)505-2678,23.105762,120.2800909
951,20211201,202110,741002.0,019151-7,善化中山路郵局,臺南114支,台南市善化區中山路371號,(06)581-0779,(06)581-0779,23.1321277,120.2920909
